comments,star_rating,tags,compound,sentiment_category,professor_name,ranked_tags_w2v,Tag1,Tag2,Tag3,Tag4,Tag5
"She is known as ""failing feth"" she doesnt care about her student\'s grades at all and if you ask for help she laughs at you. I disliked her.",2.1,"unhelpful, uncaring, disliked",-0.4019,negative,William Hollinrake,"uncaring, unhelpful, disliked",uncaring,unhelpful,disliked,,
This is the best professor I have ever had! She is extremely knowledgeable and does everything to give that knowledge to her students. Information I learned there has lasted throughout my entire college career. She is a great friend and cares about the lives of her students both in and out of the classroom. Take her class. It will impact your life.,3.7,"knowledgeable, caring, impactful, friend",0.7506,positive,Jans Wager,"knowledgeable, caring, impactful, friend",knowledgeable,caring,impactful,friend,
"Okay, so the trick with Kaminsky is you go to him every chance you get to check your projects. If you follow the examples you\'re given and he approves of it you\'re basically golden, otherwise, you\'re in trouble. Probably gave me the most anxeity of any professor I\'ve ever had though.",2.9,"demanding, meticulous, high expectations, anxiety-inducing",-0.2263,negative,Hon Linda,"meticulous, demanding, high expectations, anxiety-inducing",meticulous,demanding,high expectations,anxiety-inducing,
"Well, he\'s not lining the bottom of the barrel, as some film profs are--(cough)Hendricks. However, he\'s tempermental and terribly unclear about what he wants. No effort is really required, so I\'d recommend his class to 4:20- types.",2.8,"temperamental, unclear, no effort required, recommend to 4:20-types",-0.1779,negative,Jans Wager,"unclear, temperamental, recommend to 4:20-types, no effort required",unclear,temperamental,recommend to 4:20-types,no effort required,
"he was very nice, and definitely helpful, and his sense of humour really grows on you...he was overbearing during the male reproductive unit, but otherwise pretty good...his exams are brutal though",3.5,"friendly, helpful, sense of humor, overbearing, brutal",0.4588,positive,Deirdre O'Shea,"friendly, helpful, overbearing, brutal, sense of humor",friendly,helpful,overbearing,brutal,sense of humor
rambles uncontrollably. In general he is a nice guy but completely out of his league teaching accounting. He reads straight off the slides that are all posted on sakai & can barely answer questions. His whole section of the lodmod project is a mess and he cant even help you because he is using another professors outline. This class is a mess,3.3,"rambles uncontrollably, nice guy, out of his league, reads off slides, barely answers questions, mess, using another professor's outline",-0.235,negative,Wolfgang Ziller,"mess, using another professor's outline, reads off slides, rambles uncontrollably, out of his league",mess,using another professor's outline,reads off slides,rambles uncontrollably,out of his league
"The best English teacher at NACC. Dr. Huntley is funny, intelligent, thorough, and interesting. If you hate English like me, take her; you\'ll learn, but you\'ll have fun doing it. Also, wear Alabama colors. ;)",4.4,"funny, intelligent, thorough, interesting",0.8225,positive,Robert Warden,"funny, interesting, intelligent, thorough",funny,interesting,intelligent,thorough,
I like him because I understand him when he teaches me in class.,4.0,"like, understand, teaches",0.3612,positive,Mima Petrovic,"teaches, understand, like",teaches,understand,like,,
"Best Professor, Ever! Even had our class over to his house for dinner!",4.9,"Best Professor, Ever, NA",0.6369,positive,Jans Wager,"na, ever, best professor",na,ever,best professor,,
"Online class. Could take quizzes and tests over until you make a 100, just manage your time so you can do that. He\'s not much help when you email him. You aren\'t allowed to see the Midterm or Final and my grades were very low compared to tests, so I suspicious about the answers. One test didn\'t have them all loaded into the system. Not good to me.",1.9,"online class, quizzes, tests, time management, low grades, suspicious answers, unhelpful, not loaded, not good",-0.3735,negative,Virgina Rivers,"quizzes, tests, unhelpful, time management, suspicious answers",quizzes,tests,unhelpful,time management,suspicious answers
"I really enjoyed Ted Magder! His lectures were interesting and relevant. I appreciated his interest in his students opinions on current events and his humorous approach to teaching. Also, he HARDCORE reminds me of Steve Jobs.",3.8,"interesting, relevant, appreciated, humorous, hardcore",0.8225,positive,Robert Warden,"interesting, humorous, relevant, appreciated, hardcore",interesting,humorous,relevant,appreciated,hardcore
"Frampton\'s classes are very old-fashioned, but he still seems to spark my interest. Just read his chapter before class & you will totally get his referenced, witty jokes.",3.6,"old-fashioned, sparks interest, witty",0.4588,positive,William Hollinrake,"witty, sparks interest, old-fashioned",witty,sparks interest,old-fashioned,,
One of the best professors I ever had. Genuinely cared about the material she taught and wanted to get you to appreciate literature more and become a better writer.,5.0,"best, genuinely cared, appreciate literature, better writer",0.9118,positive,Jans Wager,"best, genuinely cared, better writer, appreciate literature",best,genuinely cared,better writer,appreciate literature,
"Obviously loves history. This class is not an easy A, but you can do well if you go to class and do the reading. On the historical analysis papers, it\'s important to show that you understand why they are historically relevant, rather than just regurgitate them.",3.2,"passionate, challenging, engaging, knowledgeable",0.7506,positive,Panos Alexakos,"passionate, knowledgeable, engaging, challenging",passionate,knowledgeable,engaging,challenging,
"College geometry is a self taught course. She literally doesn\'t teach anything. If you don\'t know what proofs are or have a good sense of geometry, this class is NOT FOR YOU! She doesn\'t teach, she expects you to already know everything and if you don\'t know she won\'t help you.",2.3,"- self-taught, 
- doesn't teach, 
- expects students to know everything, 
- unhelpful",0.0,neutral,Robert Warden,"- unhelpful, - self-taught, - expects students to know everything, - doesn't teach",- unhelpful,- self-taught,- expects students to know everything,- doesn't teach,
"great! understandable, approachable. slides are clear, come straight from book, but i would suggest getting it anyway bc its helpful. requires work but saffran is the way to go for sure!",4.3,"approachable, clear slides, helpful, requires work, great",0.8591,positive,Hon Linda,"approachable, helpful, great, requires work, clear slides",approachable,helpful,great,requires work,clear slides
"I took a 3 week summer course with Foreman. The class was brutal, and I don\'t recommend the summer course. Foreman is a great guy, knowledgeable, entertaining, and fair but one of the toughest profs for this class. You will do about 10 case studies, have 2 tests, 2 group projects, and a presentation. If you do all of the work Foreman will pass you.",3.0,"tough, knowledgeable, entertaining, fair, demanding",0.4215,positive,Jans Wager,"knowledgeable, tough, entertaining, fair, demanding",knowledgeable,tough,entertaining,fair,demanding
"jerry is the man, definitely my favorite math teacher i\'ve had at wwu",4.4,"friendly, favorite, engaging",0.8225,positive,Jans Wager,"friendly, favorite, engaging",friendly,favorite,engaging,,
"Great Professor. Very interesting guy. def take this class. If you take good notes and skim the text book the tests aren\'t too bad.Explains everything well, warm person.",3.8,"Great Professor, interesting, take this class, good notes, skim the textbook, tests aren't too bad, explains well, warm person",0.9387,positive,William Hollinrake,"interesting, warm person, tests aren't too bad, take this class, skim the textbook",interesting,warm person,tests aren't too bad,take this class,skim the textbook
